Date,Close
2018-11-5,201.59
2018-11-6,203.77
2018-11-7,209.95
2018-11-8,208.49
2018-11-9,204.47
2018-11-12,194.17
2018-11-13,192.23
2018-11-14,186.8
2018-11-15,191.41
2018-11-16,193.53
2018-11-19,185.86
2018-11-20,176.98
2018-11-21,176.78
2018-11-23,172.29
2018-11-26,174.62
2018-11-27,174.24
2018-11-28,180.94
2018-11-29,179.55
2018-11-30,178.58
2018-12-3,184.82
2018-12-4,176.69
2018-12-6,174.72
2018-12-7,168.49
2018-12-10,169.6
2018-12-11,168.63
2018-12-12,169.1
2018-12-13,170.95
2018-12-14,165.48
2018-12-17,163.94
2018-12-18,166.07
2018-12-19,160.89
2018-12-20,156.83
2018-12-21,150.73
2018-12-24,146.83
2018-12-26,157.17
2018-12-27,156.15
2018-12-28,156.23
2018-12-31,157.74
2019-1-2,157.92
2019-1-3,142.19
2019-1-4,148.26
2019-1-7,147.93
2019-1-8,150.75
2019-1-9,153.31
2019-1-10,153.8
2019-1-11,152.29
2019-1-14,150
2019-1-15,153.07
2019-1-16,154.94
2019-1-17,155.86
2019-1-18,156.82
2019-1-22,153.3
2019-1-23,153.92
2019-1-24,152.7
2019-1-25,157.76
2019-1-28,156.3
2019-1-29,154.68
2019-1-30,165.25
2019-1-31,166.44
2019-2-1,166.52
2019-2-4,171.25
2019-2-5,174.18
2019-2-6,174.24
2019-2-7,170.94
2019-2-8,170.41
2019-2-11,169.43
2019-2-12,170.89
2019-2-13,170.18
2019-2-14,170.8
2019-2-15,170.42
2019-2-19,170.93
2019-2-20,172.03
2019-2-21,171.06
2019-2-22,172.97
2019-2-25,174.23
2019-2-26,174.33
2019-2-27,174.87
2019-2-28,173.15
2019-3-1,174.97
2019-3-4,175.85
2019-3-5,175.53
2019-3-6,174.52
2019-3-7,172.5
2019-3-8,172.91
2019-3-11,178.9
2019-3-12,180.91
2019-3-13,181.71
2019-3-14,183.73
2019-3-15,186.12
2019-3-18,188.02
2019-3-19,186.53
2019-3-20,188.16
2019-3-21,195.09
2019-3-22,191.05
2019-3-25,188.74
2019-3-26,186.79
2019-3-27,188.47
2019-3-28,188.72
2019-3-29,189.95
2019-4-1,191.24
2019-4-2,194.02
2019-4-3,195.35
2019-4-4,195.69
2019-4-5,197
2019-4-8,200.1
2019-4-9,199.5
2019-4-10,200.62
2019-4-11,198.95
2019-4-12,198.87
2019-4-15,199.23
2019-4-16,199.25
2019-4-17,203.13
2019-4-18,203.86
2019-4-22,204.53
2019-4-23,207.48
2019-4-24,207.16
2019-4-25,205.28
2019-4-26,204.3
2019-4-29,204.61
2019-4-30,200.67
2019-5-1,210.52
2019-5-2,209.15
2019-5-3,211.75
2019-5-6,208.48
2019-5-7,202.86
2019-5-8,202.9
2019-5-9,200.72
2019-5-10,197.18
2019-5-13,185.72
2019-5-14,188.66
2019-5-15,190.92
2019-5-16,190.08
2019-5-17,189
2019-5-20,183.09
2019-5-21,186.6
2019-5-22,182.78
2019-5-23,179.66
2019-5-24,178.97
2019-5-28,178.23
2019-5-29,177.38
2019-5-30,178.3
2019-5-31,175.07
2019-6-3,173.3
2019-6-4,179.64
2019-6-5,182.54
2019-6-6,185.22
2019-6-7,190.15
2019-6-10,192.58
2019-6-11,194.81
2019-6-12,194.19
2019-6-13,194.15
2019-6-14,192.74
2019-6-17,193.89
2019-6-18,198.45
2019-6-19,197.87
2019-6-20,199.46
2019-6-21,198.78
2019-6-24,198.58
2019-6-25,195.57
2019-6-26,199.8
2019-6-27,199.74
2019-6-28,197.92
2019-7-1,201.55
2019-7-2,202.73
2019-7-3,204.41
2019-7-5,204.23
2019-7-8,200.02
2019-7-9,201.24
2019-7-10,203.23
2019-7-11,201.75
